disti_item_number,maker_name,maker_knird_id,drink_name,format,size_format_id,drink_cost,drink_price,distributor_id,disti_item_number,disti_upc,min_quantity,regular_case_cost,current_case_cost,,,,,,,,,,
14005,Trinity,242,TPS Report,375ml,2, 6.99 , 10.14 ,5,14005,8-65881-00001-9,12,83.92,83.92,,,,,,,,,,
14009,Trinity,242,Velvet Ear,375ml,2, 3.49 , 5.07 ,5,14009,8-65881-00002-6,12,41.92,41.92,,,,,,,,,,
14014,Trinity,242,Wild Apple Saison,375ml,2, 6.64 , 9.63 ,5,14014,8-65881-00003-3,12,79.72,79.72,,,,,,,,,,
14021,Trinity,242,You Never Even Call Me By My Name,375ml,2, 6.99 , 10.14 ,5,14021,8-65881-00006-4,12,83.92,83.92,,,,,,,,,,
32071,Trinity,242,One Ear Saison,1/6bbl,6, 120.00 , 174.00 ,5,32071,,1,120,120,,,,,,,,,,
31934,Trinity,242,7 Day Sour,1/6bbl,6, 135.00 , 195.75 ,5,31934,,1,135,135,,,,,,,,,,
31904,Trinity,242,365 Day Golden Sour,1/6bbl,6, 195.00 , 282.75 ,5,31904,,1,195,195,,,,,,,,,,
34951,Trinity,242,Elektrick Cukumbahh,1/6bbl,6, 130.00 , 188.50 ,5,34951,,1,130,130,,,,,,,,,,
31919,Trinity,242,Magic Brett #7,1/6bbl,6, 130.00 , 188.50 ,5,31919,,1,130,130,,,,,,,,,,
32050,Trinity,242,Menacing Strawberry,1/6bbl,6, 130.00 , 188.50 ,5,32050,,1,130,130,,,,,,,,,,
31957,Trinity,242,Super Juice Solution,1/6bbl,6, 130.00 , 188.50 ,5,31957,,1,130,130,,,,,,,,,,
31945,Trinity,242,TPS Report,1/6bbl,6, 175.00 , 253.75 ,5,31945,,1,175,175,,,,,,,,,,
31905,Trinity,242,365 Day Golden Sour,1/4bbl,7, 170.00 , 246.50 ,5,31905,,1,170,170,,,,,,,,,,
32043,Trinity,242,45th Parallel,1/4bbl,7, 180.00 , 261.00 ,5,32043,,1,180,180,,,,,,,,,,
31954,Trinity,242,Oh! Face,1/4bbl,7, 110.00 , 159.50 ,5,31954,,1,110,110,,,,,,,,,,
31929,Trinity,242,Red Swingline,1/4bbl,7, 200.00 , 290.00 ,5,31929,,1,200,200,,,,,,,,,,
31935,Trinity,242,7 Day Sour,1/2bbl,9, 185.00 , 268.25 ,5,31935,,1,185,185,,,,,,,,,,
31930,Trinity,242,Red Swingline,1/2bbl,9, 290.00 , 420.50 ,5,31930,,1,290,290,,,,,,,,,,
32026,Trinity,242,Sour Threads,1/2bbl,9, 215.00 , 311.75 ,5,32026,,1,215,215,,,,,,,,,,
31958,Trinity,242,Super Juice Solution,1/2bbl,9, 185.00 , 268.25 ,5,31958,,1,185,185,,,,,,,,,,
63070,Trinity,242,President's Club,750ml,12, 21.69 , 31.45 ,5,63070,8-43701-348707-8,12,260.31,260.31,,,,,,,,,,
80037,Boulder,289,Bump & Rind Watermelon Kolsch,12oz cans,1, 1.28 , 1.86 ,5,80037,1-88739-00043-7,24,30.77,30.77,,,,,,,,,,
80074,Boulder,289,Slope Style Seasonal IPA,12oz bottles,2, 1.28 , 1.86 ,5,80074,1-88739-00049-9,24,30.77,22,,,,,,,,,,
80070,Boulder,289,Shake Chocolate Porter,12oz bottles,2, 1.28 , 1.86 ,5,80070,1-88739-00033-8,24,30.77,30.77,,,,,,,,,,
80068,Boulder,289,Pulp Fusion Blood Orange IPA,12oz bottles,2, 1.28 , 1.86 ,5,80068,1-88739-00026-0,24,30.77,30.77,,,,,,,,,,
80040,Boulder,289,Dragonhosen,22oz bottles,5, 5.59 , 8.11 ,5,80040,1-88739-00015-4,12,67.12,67.12,,,,,,,,,,
80042,Boulder,289,Killer Penguin,22oz bottles,5, 4.89 , 7.10 ,5,80042,1-88739-00024-6,12,58.72,58.72,,,,,,,,,,
60018,Boulder,289,Pulp Fusion Blood Orange IPA,1/6bbl,6, 68.00 , 98.60 ,5,60018,,1,68,68,,,,,,,,,,
60081,Boulder,289,Bump & Rind Watermelon Kolsch,1/6bbl,6, 68.00 , 98.60 ,5,60081,,1,68,68,,,,,,,,,,
60075,Boulder,289,Irish Blessing,1/6bbl,6, 60.00 , 87.00 ,5,60075,,1,60,60,,,,,,,,,,
60013,Boulder,289,Shake Chocolate Porter,1/6bbl,6, 68.00 , 98.60 ,5,60013,,1,68,68,,,,,,,,,,
60082,Boulder,289,Bump & Rind Watermelon Kolsch,1/2bbl,9, 130.00 , 188.50 ,5,60082,,1,130,130,,,,,,,,,,
60076,Boulder,289,Irish Blessing,1/2bbl,9, 145.00 , 210.25 ,5,60076,,1,145,145,,,,,,,,,,
60014,Boulder,289,Shake Chocolate Porter,1/2bbl,9, 145.00 , 210.25 ,5,60014,,1,145,145,,,,,,,,,,
60015,Boulder,289,Nitro Shake Chocolate Porter,1/2bbl,9, 150.00 , 217.50 ,5,60015,,1,150,150,,,,,,,,,,
60026,Boulder,289,Dragonhosen,1/2bbl,9, 180.00 , 261.00 ,5,60026,,1,180,180,,,,,,,,,,
60056,Boulder,289,Fresh Hop Harvest Ale,1/2bbl,9, 160.00 , 232.00 ,5,60056,,1,160,160,,,,,,,,,,
60077,Boulder,289,Irish Blessing NITRO,1/2bbl,9, 150.00 , 217.50 ,5,60077,,1,150,150,,,,,,,,,,
60027,Boulder,289,Nitro Dragonhosen,1/2bbl,9, 180.00 , 261.00 ,5,60027,,1,180,180,,,,,,,,,,
60019,Boulder,289,Pulp Fusion Blood Orange IPA,1/2bbl,9, 145.00 , 210.25 ,5,60019,,1,145,145,,,,,,,,,,
21101,Triplehorn,301,Intervention Imperial IPA,22oz bottles,5, 5.59 , 8.11 ,5,21101,8-59251-00510-0,12,67.12,67.12,,,,,,,,,,
21110,Triplehorn,301,Pepperbelly Blonde,22oz bottles,5, 4.89 , 7.09 ,5,21110,8-59251-00511-7,12,58.71,58.71,,,,,,,,,,
14031,Triplehorn,301,Enabler Session IPA,22oz bottles,5, 4.19 , 6.08 ,5,14031,,12,50.32,50.32,,,,,,,,,,
14037,Triplehorn,301,Folkvang Red,22oz bottles,5, 4.19 , 6.08 ,5,14037,,12,50.32,50.32,,,,,,,,,,
14025,Triplehorn,301,Bloodgeon American Wheat,22oz bottles,5, 4.89 , 7.09 ,5,14025,8-65881-00006-4,12,58.71,58.71,,,,,,,,,,
14134,Triplehorn,301,Falcon Cloak Blonde,22oz bottles,5, 4.19 , 6.08 ,5,14134,,12,50.32,50.32,,,,,,,,,,
21105,Triplehorn,301,Landwink IPA,22oz bottles,5, 4.19 , 6.08 ,5,21105,8-59251-00512-4,12,50.32,50.32,,,,,,,,,,
33056,Triplehorn,301,Bloodgeon American Wheat,1/6bbl,6, 80.00 , 116.00 ,5,33056,,1,80,80,,,,,,,,,,
33091,Triplehorn,301,Brenna Pale,1/6bbl,6, 75.00 , 108.75 ,5,33091,,1,75,75,,,,,,,,,,
33021,Triplehorn,301,Enabler Session IPA,1/6bbl,6, 75.00 , 108.75 ,5,33021,,1,75,75,,,,,,,,,,
33016,Triplehorn,301,Falcon Cloak Blonde,1/6bbl,6, 75.00 , 108.75 ,5,33016,,1,75,75,,,,,,,,,,
33026,Triplehorn,301,Folkvang Red,1/6bbl,6, 75.00 , 108.75 ,5,33026,,1,75,75,,,,,,,,,,
33011,Triplehorn,301,Intervention Imperial IPA,1/6bbl,6, 85.00 , 123.25 ,5,33011,,1,85,85,,,,,,,,,,
33006,Triplehorn,301,Landwink IPA,1/6bbl,6, 75.00 , 108.75 ,5,33006,,1,75,75,,,,,,,,,,
33051,Triplehorn,301,N3M3SIS Imperial Milk Stout NITRO,1/6bbl,6, 85.00 , 123.25 ,5,33051,,1,85,85,,,,,,,,,,
33096,Triplehorn,301,Snomannen Brown,1/6bbl,6, 75.00 , 108.75 ,5,33096,,1,75,75,,,,,,,,,,
33122,Triplehorn,301,Wicked Pissah NE IPA,1/6bbl,6, 80.00 , 116.00 ,5,33122,,1,80,80,,,,,,,,,,
33057,Triplehorn,301,Bloodgeon American Wheat,1/2bbl,9, 175.00 , 253.75 ,5,33057,,1,175,175,,,,,,,,,,
33092,Triplehorn,301,Brenna Pale,1/2bbl,9, 155.00 , 224.75 ,5,33092,,1,155,155,,,,,,,,,,
33107,Triplehorn,301,Dooley Noted Wee Heavy,1/2bbl,9, 195.00 , 282.75 ,5,33107,,1,195,195,,,,,,,,,,
33022,Triplehorn,301,Enabler Session IPA,1/2bbl,9, 155.00 , 224.75 ,5,33022,,1,155,155,,,,,,,,,,
33017,Triplehorn,301,Falcon Cloak Blonde,1/2bbl,9, 155.00 , 224.75 ,5,33017,,1,155,155,,,,,,,,,,
33027,Triplehorn,301,Folkvang Red,1/2bbl,9, 155.00 , 224.75 ,5,33027,,1,155,155,,,,,,,,,,
33012,Triplehorn,301,Intervention Imperial IPA,1/2bbl,9, 195.00 , 282.75 ,5,33012,,1,195,195,,,,,,,,,,
33007,Triplehorn,301,Landwink IPA,1/2bbl,9, 155.00 , 224.75 ,5,33007,,1,155,155,,,,,,,,,,
33112,Triplehorn,301,Mystic,1/2bbl,9, 195.00 , 282.75 ,5,33112,,1,195,195,,,,,,,,,,
33052,Triplehorn,301,N3M3SIS Imperial Milk Stout NITRO,1/2bbl,9, 195.00 , 282.75 ,5,33052,,1,195,195,,,,,,,,,,
33125,Triplehorn,301,NITRO Cream Ale,1/2bbl,9, 195.00 , 282.75 ,5,33125,,1,195,195,,,,,,,,,,
33032,Triplehorn,301,Oatstanding Porter,1/2bbl,9, 155.00 , 224.75 ,5,33032,,1,155,155,,,,,,,,,,
33097,Triplehorn,301,Snomannen Brown,1/2bbl,9, 155.00 , 224.75 ,5,33097,,1,155,155,,,,,,,,,,
33123,Triplehorn,301,Wicked Pissah NE IPA,1/2bbl,9, 175.00 , 253.75 ,5,33123,,1,175,175,,,,,,,,,,
81526,Barley Brown's,309,Breakfast Stout,1/6bbl,6, 85.00 , 123.25 ,5,81526,,1,85,85,,,,,,,,,,
81511,Barley Brown's,309,Coyote Peak Wheat,1/6bbl,6, 80.00 , 116.00 ,5,81511,,1,80,80,,,,,,,,,,
81534,Barley Brown's,309,Forklift Double IPA,1/6bbl,6, 100.00 , 145.00 ,5,81534,,1,100,100,,,,,,,,,,
81509,Barley Brown's,309,Hand Truck Pale Ale,1/6bbl,6, 80.00 , 116.00 ,5,81509,,1,80,80,,,,,,,,,,
81504,Barley Brown's,309,Pallet Jack IPA,1/6bbl,6, 80.00 , 116.00 ,5,81504,,1,80,80,,,,,,,,,,
81569,Barley Brown's,309,Pygmy IPA,1/6bbl,6, 80.00 , 116.00 ,5,81569,,1,80,80,,,,,,,,,,
81515,Barley Brown's,309,Tankslapper,1/6bbl,6, 95.00 , 137.75 ,5,81515,,1,95,95,,,,,,,,,,
81583,Barley Brown's,309,Starbottle,1/2bbl,9, 185.00 , 268.25 ,5,81583,,1,185,185,,,,,,,,,,
81505,Barley Brown's,309,Pallet Jack IPA,1/2bbl,9, 195.00 , 282.75 ,5,81505,,1,195,195,,,,,,,,,,
81508,Barley Brown's,309,Ratchet Strap IPA,1/2bbl,9, 195.00 , 282.75 ,5,81508,,1,195,195,,,,,,,,,,
81527,Barley Brown's,309,Breakfast Stout,1/2bbl,9, 185.00 , 268.25 ,5,81527,,1,185,185,,,,,,,,,,
81512,Barley Brown's,309,Coyote Peak Wheat,1/2bbl,9, 165.00 , 239.25 ,5,81512,,1,165,165,,,,,,,,,,
81535,Barley Brown's,309,Forklift Double IPA,1/2bbl,9, 225.00 , 326.25 ,5,81535,,1,225,225,,,,,,,,,,
81510,Barley Brown's,309,Hand Truck Pale Ale,1/2bbl,9, 165.00 , 239.25 ,5,81510,,1,165,165,,,,,,,,,,
81541,Barley Brown's,309,HeadShake,1/2bbl,9, 225.00 , 326.25 ,5,81541,,1,225,225,,,,,,,,,,
81570,Barley Brown's,309,Pygmy IPA,1/2bbl,9, 170.00 , 246.50 ,5,81570,,1,170,170,,,,,,,,,,
81501,Barley Brown's,309,ShredderWheat,1/2bbl,9, 165.00 , 239.25 ,5,81501,,1,165,165,,,,,,,,,,
81546,Barley Brown's,309,SledWreck,1/2bbl,9, 200.00 , 290.00 ,5,81546,,1,200,200,,,,,,,,,,
81516,Barley Brown's,309,Tankslapper,1/2bbl,9, 225.00 , 326.25 ,5,81516,,1,225,225,,,,,,,,,,
81574,Barley Brown's,309,Tumble Off Pale,1/2bbl,9, 170.00 , 246.50 ,5,81574,,1,170,170,,,,,,,,,,
81510,Barley Brown's,309,Turmoil,1/2bbl,9, 170.00 , 246.50 ,5,81510,,1,170,170,,,,,,,,,,
81532,Barley Brown's,309,WFO IPA,1/2bbl,9, 195.00 , 282.75 ,5,81532,,1,195,195,,,,,,,,,,
31009,Drake's,319,1500 Pale,12oz bottles,2, 1.34 , 1.94 ,5,31009,0-949223-5934-6,24,32.17,32.17,,,,,,,,,,
31036,Drake's,319,IPA,12oz bottles,2, 1.34 , 1.94 ,5,31036,0-94922-35931-5,24,32.17,32.17,,,,,,,,,,
31032,Drake's,319,Hop Vice Wheat IPA,12oz bottles,2, 1.34 , 1.94 ,5,31032,0-94922-35933-9,24,32.17,32.17,,,,,,,,,,
31011,Drake's,319,BA Bourbon Drakonic,500ml,4, 13.29 , 19.28 ,5,31011,0-949223-5932-2,12,159.52,159.52,,,,,,,,,,
31028,Drake's,319,Headzo American Strong Ale,500ml,4, 19.60 , 28.41 ,5,31028,0-94922-17242-6,12,235.15,235.15,,,,,,,,,,
31014,Drake's,319,Lusu's Love Child,500ml,4, -   , -   ,5,31014,0-94922-03414-4,12,,,,,,,,,,,,
31050,Drake's,319,Denogginizer IIPA,22oz bottles,5, 5.59 , 8.11 ,5,31050,0-94922-03415-1,12,67.12,67.12,,,,,,,,,,
38090,Drake's,319,Drakonic Imperial Stout,22oz bottles,5, 5.59 , 8.11 ,5,38090,0-94922-17241-9,12,67.12,67.12,,,,,,,,,,
31026,Drake's,319,Electric Owl coffee Brown Ale,22oz bottles,5, 6.29 , 9.12 ,5,31026,0-94922-00510-6,12,75.51,75.51,,,,,,,,,,
31052,Drake's,319,Jolly Rodger Imperial Coffee Porter,22oz bottles,5, 6.29 , 9.13 ,5,31052,0-94922-05349-7,12,75.52,75.52,,,,,,,,,,
72012,Drake's,319,Denogginizer IIPA,1/6bbl,6, 100.00 , 145.00 ,5,72012,,1,100,100,,,,,,,,,,
72067,Drake's,319,IPA,1/6bbl,6, 80.00 , 116.00 ,5,72067,,1,80,80,,,,,,,,,,
72013,Drake's,319,Denogginizer IIPA,1/2bbl,9, 205.00 , 297.25 ,5,72013,,1,205,205,,,,,,,,,,
72063,Drake's,319,1500 Pale,1/2bbl,9, 180.00 , 261.00 ,5,72063,,1,180,180,,,,,,,,,,
72123,Drake's,319,Electric Owl Coffee Brown Ale,1/2bbl,9, 230.00 , 333.50 ,5,72123,,1,230,230,,,,,,,,,,
72148,Drake's,319,Get Stupid NE IPA,1/2bbl,9, 215.00 , 311.75 ,5,72148,,1,215,215,,,,,,,,,,
72132,Drake's,319,Hop Vice Wheat IPA,1/2bbl,9, 180.00 , 261.00 ,5,72132,,1,180,180,,,,,,,,,,
72082,Drake's,319,Hopocalypse Red Label Blood Orange DIPA,1/2bbl,9, 234.00 , 339.30 ,5,72082,,1,234,234,,,,,,,,,,
72113,Drake's,319,Kick Back ISA,1/2bbl,9, 180.00 , 261.00 ,5,72113,,1,180,180,,,,,,,,,,
72118,Drake's,319,Robusto Porter,1/2bbl,9, 170.00 , 246.50 ,5,72118,,1,170,170,,,,,,,,,,
32021,Midnight Sun,321,Pleasure Town IPA,12oz cans,1, 1.28 , 1.86 ,5,32021,8-55916-00500-3,24,30.77,30.77,,,,,,,,,,
60030,Midnight Sun,321,Kodiak Brown,12oz cans,1, 1.52 , 2.20 ,5,60030,0-50939-12202-1,24,36.37,36.37,,,,,,,,,,
32011,Midnight Sun,321,Snowshoe White,12oz cans,1, 1.28 , 1.86 ,5,32011,8-55916-00522-5,24,30.77,30.77,,,,,,,,,,
31907,Midnight Sun,321,Sockeye Red IPA,12oz cans,1, 1.28 , 1.86 ,5,31907,8-55916-00525-6,24,30.77,30.77,,,,,,,,,,
32005,Midnight Sun,321,Panty Peeler Tripel,12oz bottles,2, 2.45 , 3.55 ,5,32005,8-55916-00509-6,24,58.76,58.76,,,,,,,,,,
60011,Midnight Sun,321,Fallen Angel Belgian Golden,22oz bottles,5, 6.29 , 9.13 ,5,60011,0-50939-61214-5,12,75.52,75.52,,,,,,,,,,
60016,Midnight Sun,321,Hop Dog Double Wheat IPA,22oz bottles,5, 6.99 , 10.14 ,5,60016,0-50939-61201-0,12,83.92,83.92,,,,,,,,,,
60080,Midnight Sun,321,Modern Romance,22oz bottles,5, 7.69 , 11.16 ,5,60080,0-50393-61212-6,12,92.32,92.32,,,,,,,,,,
31956,Midnight Sun,321,Panty Peeler Tripel,22oz bottles,5, 6.29 , 9.13 ,5,31956,8-55916-00533-1,12,75.52,75.52,,,,,,,,,,
19035,Midnight Sun,321,Arctic Rhino Coffee Porter,22oz bottles,5, 4.19 , 6.08 ,5,19035,7-94504-45492-5,12,50.32,50.32,,,,,,,,,,
60025,Midnight Sun,321,Kodiak Brown,22oz bottles,5, 4.19 , 6.08 ,5,60025,0-50939-12206-9,12,50.32,50.32,,,,,,,,,,
31932,Midnight Sun,321,Monks Mistress,22oz bottles,5, 5.81 , 8.42 ,5,31932,8-55916-00501-0,12,69.69,69.69,,,,,,,,,,
19028,Midnight Sun,321,2nd Hand Smoke,22oz bottles,5, 6.99 , 10.14 ,5,19028,7-36211-15135-3,12,83.92,83.92,,,,,,,,,,
19032,Midnight Sun,321,Arctic Devil Barleywine,22oz bottles,5, 11.19 , 16.23 ,5,19032,7-36211-62866-4,12,134.32,134.32,,,,,,,,,,
19038,Midnight Sun,321,Bar Fly Imperial Stout,22oz bottles,5, 9.09 , 13.18 ,5,19038,7-56211-62836-7,12,109.11,109.11,,,,,,,,,,
19045,Midnight Sun,321,Berserker Imperial Stout,22oz bottles,5, 10.49 , 15.22 ,5,19045,6-53341-88349-0,12,125.92,125.92,,,,,,,,,,
19046,Midnight Sun,321,Bore Tide Wheat Wine,22oz bottles,5, 11.19 , 16.23 ,5,19046,6-53341-88399-5,12,134.32,134.32,,,,,,,,,,
19051,Midnight Sun,321,Brewtality,22oz bottles,5, 6.99 , 10.14 ,5,19051,7-36211-62906-7,12,83.92,83.92,,,,,,,,,,
195055,Midnight Sun,321,CoHoHo Imp IPA,22oz bottles,5, 6.99 , 10.14 ,5,195055,7-36211-15135-3,12,83.92,83.92,,,,,,,,,,
60070,Midnight Sun,321,Meltdown DIPA,22oz bottles,5, 6.99 , 10.14 ,5,60070,0-50939-61200-3,12,83.92,83.92,,,,,,,,,,
31938,Midnight Sun,321,Moscow Russian Rye Imperial Stout**,22oz bottles,5, 8.39 , 12.17 ,5,31938,8-55916-00506-5,12,100.71,100.71,,,,,,,,,,
32020,Midnight Sun,321,Sloth Imperial Stout,22oz bottles,5, 11.19 , 16.23 ,5,32020,8-55916-00502-7,12,134.32,134.32,,,,,,,,,,
32061,Midnight Sun,321,Sockeye Red IPA,22oz bottles,5, 5.59 , 8.11 ,5,32061,8-55916-00519-5,12,67.12,67.12,,,,,,,,,,
31910,Midnight Sun,321,TREAT Imp Chocolate Pumpkin Porter,22oz bottles,5, 7.69 , 11.16 ,5,31910,8-55916-00526-3,12,92.32,92.32,,,,,,,,,,
31913,Midnight Sun,321,XXX Double Black IPA,22oz bottles,5, 6.29 , 9.13 ,5,31913,8-55916-00527-0,12,75.52,75.52,,,,,,,,,,
21050,Midnight Sun,321,Monks Mistress,1/6bbl,6, 130.00 , 188.50 ,5,21050,,1,130,130,,,,,,,,,,
20053,Midnight Sun,321,Son of Berserker,1/6bbl,6, 140.00 , 203.00 ,5,20053,,1,140,140,,,,,,,,,,
20206,Midnight Sun,321,Moscow Russian Rye Imperial Stout,1/6bbl,6, 165.00 , 239.25 ,5,20206,,1,165,165,,,,,,,,,,
20060,Midnight Sun,321,Arctic Devil Barleywine,1/6bbl,6, 215.00 , 311.75 ,5,20060,,1,215,215,,,,,,,,,,
20018,Midnight Sun,321,Arctic Rhino Coffee Porter,1/6bbl,6, 95.00 , 137.75 ,5,20018,,1,95,95,,,,,,,,,,
20120,Midnight Sun,321,Bar Fly Imperial Stout,1/6bbl,6, 165.00 , 239.25 ,5,20120,,1,165,165,,,,,,,,,,
20051,Midnight Sun,321,Berserker Imperial Stout,1/6bbl,6, 215.00 , 311.75 ,5,20051,,1,215,215,,,,,,,,,,
20070,Midnight Sun,321,Brewtality Espresso Black Ale,1/6bbl,6, 140.00 , 203.00 ,5,20070,,1,140,140,,,,,,,,,,
20004,Midnight Sun,321,Kodiak Brown,1/6bbl,6, 90.00 , 130.50 ,5,20004,,1,90,90,,,,,,,,,,
20128,Midnight Sun,321,Modern Romance,1/6bbl,6, 135.00 , 195.75 ,5,20128,,1,135,135,,,,,,,,,,
20024,Midnight Sun,321,Panty Peeler Tripel,1/6bbl,6, 125.00 , 181.25 ,5,20024,,1,125,125,,,,,,,,,,
20142,Midnight Sun,321,Sloth Imperial Stout,1/6bbl,6, 215.00 , 311.75 ,5,20142,,1,215,215,,,,,,,,,,
20030,Midnight Sun,321,Snowshoe White,1/6bbl,6, 95.00 , 137.75 ,5,20030,,1,95,95,,,,,,,,,,
20180,Midnight Sun,321,TREAT Imp Chocolate Pumpkin Porter,1/6bbl,6, 135.00 , 195.75 ,5,20180,,1,135,135,,,,,,,,,,
20031,Midnight Sun,321,Snowshoe White,1/2bbl,9, 160.00 , 232.00 ,5,20031,,1,160,160,,,,,,,,,,
20126,Midnight Sun,321,Pleasure Town,1/2bbl,9, 205.00 , 297.25 ,5,20126,,1,205,205,,,,,,,,,,
20020,Midnight Sun,321,Arctic Rhino Coffee Porter,1/2bbl,9, 160.00 , 232.00 ,5,20020,,1,160,160,,,,,,,,,,
20052,Midnight Sun,321,Berserker Imperial Stout,1/2bbl,9, 425.00 , 616.25 ,5,20052,,1,425,425,,,,,,,,,,
20006,Midnight Sun,321,Kodiak Brown,1/2bbl,9, 160.00 , 232.00 ,5,20006,,1,160,160,,,,,,,,,,
31001,Doc's,597,Peach Seasonal,22oz bottles,5, 5.59 , 8.11 ,5,31001,0-949221-7239-6,12,67.08,67.08,,,,,,,,,,
31005,Doc's,597,Sour Cherry Cider,22oz bottles,5, 5.59 , 8.11 ,5,31005,0-949221-7240-2,12,67.08,67.08,,,,,,,,,,
19533,Doc's,597,Cranberry Spice,22oz bottles,5, 5.59 , 8.11 ,5,19533,8-04551-34610-1,12,67.08,67.08,,,,,,,,,,
19597,Doc's,597,Draft Hard Apple,22oz bottles,5, 4.89 , 7.09 ,5,19597,7-98304-41194-2,12,58.68,58.68,,,,,,,,,,
26026,Doc's,597,Dry Hopped Cider,22oz bottles,5, 4.89 , 7.09 ,5,26026,8-66135-00037-3,12,58.71,58.71,,,,,,,,,,
26031,Doc's,597,Hard Pear Cider,22oz bottles,5, 4.89 , 7.09 ,5,26031,8-66135-00033-5,12,58.68,58.68,,,,,,,,,,
26036,Doc's,597,Hard Raspberry,22oz bottles,5, 5.59 , 8.11 ,5,26036,8-66135-00031-1,12,67.08,67.08,,,,,,,,,,
74014,Doc's,597,Hard Pear Cider,1/6bbl,6, 90.00 , 130.50 ,5,74014,,1,90,90,,,,,,,,,,
74020,Doc's,597,Hopped Cider,1/6bbl,6, 90.00 , 130.50 ,5,74020,,1,90,90,,,,,,,,,,
74002,Doc's,597,Draft Hard Apple,1/6bbl,6, 80.00 , 116.00 ,5,74002,,1,80,80,,,,,,,,,,
47006,Doc's,597,Hard Raspberry,1/6bbl,6, 90.00 , 130.50 ,5,47006,,1,90,90,,,,,,,,,,
74010,Doc's,597,Sour Cherry Cider,1/6bbl,6, 90.00 , 130.50 ,5,74010,,1,90,90,,,,,,,,,,
74026,Doc's,597,Dry Hopped Cider,1/2bbl,9, 190.00 , 275.50 ,5,74026,,1,190,190,,,,,,,,,,
74003,Doc's,597,Draft Hard Apple,1/2bbl,9, 165.00 , 239.25 ,5,74003,,1,165,165,,,,,,,,,,
74015,Doc's,597,Hard Pear Cider,1/2bbl,9, 165.00 , 239.25 ,5,74015,,1,165,165,,,,,,,,,,
74007,Doc's,597,Hard Raspberry,1/2bbl,9, 200.00 , 290.00 ,5,74007,,1,200,200,,,,,,,,,,
74011,Doc's,597,Sour Cherry Cider,1/2bbl,9, 200.00 , 290.00 ,5,74011,,1,200,200,,,,,,,,,,
20500,Walking Man,605,Cherry Stout,22oz bottles,5, 5.59 , 8.11 ,5,20500,8-66666-00011-8,12,67.12,67.12,,,,,,,,,,
20510,Walking Man,605,High Road Scotch Ale*,22oz bottles,5, 5.59 , 8.11 ,5,20510,8-66666-00013-2,12,67.08,67.08,,,,,,,,,,
20525,Walking Man,605,White Walker Imperial IPA,22oz bottles,5, 5.59 , 8.11 ,5,20525,8-66666-00012-6,12,67.12,67.12,,,,,,,,,,
20520,Walking Man,605,Homo Erectus Imperial IPA,22oz bottles,5, 5.59 , 8.11 ,5,20520,8-66666-00019-4,12,67.12,67.12,,,,,,,,,,
75045,Walking Man,605,IPA,1/6bbl,6, 80.00 , 116.00 ,5,75045,,1,80,80,,,,,,,,,,
75010,Walking Man,605,Big Black Homo Erectus Imp CDA,1/6bbl,6, 85.00 , 123.25 ,5,75010,,1,85,85,,,,,,,,,,
75015,Walking Man,605,Black Cherry Stout,1/6bbl,6, 85.00 , 123.25 ,5,75015,,1,85,85,,,,,,,,,,
75105,Walking Man,605,Flip Flop Pilsner,1/6bbl,6, 80.00 , 116.00 ,5,75105,,1,80,80,,,,,,,,,,
75035,Walking Man,605,High Road Scotch Ale,1/6bbl,6, 90.00 , 130.50 ,5,75035,,1,90,90,,,,,,,,,,
75141,Walking Man,605,Trespasser NE IPA,1/6bbl,6, 80.00 , 116.00 ,5,75141,,1,80,80,,,,,,,,,,
75026,Walking Man,605,Wallking Man Knuckledragger Cask,1/4bbl,7, 95.00 , 137.75 ,5,75026,,1,95,95,,,,,,,,,,
75003,Walking Man,605,Homo Erectus - cask Imperial IPA,1/4bbl,7, 100.00 , 145.00 ,5,75003,,1,100,100,,,,,,,,,,
75057,Walking Man,605,Pale Strider,1/2bbl,9, 170.00 , 246.50 ,5,75057,,1,170,170,,,,,,,,,,
75081,Walking Man,605,Fresh Hop Red,1/2bbl,9, 190.00 , 275.50 ,5,75081,,1,190,190,,,,,,,,,,
75012,Walking Man,605,Big Black Homo Erectus Imp CDA,1/2bbl,9, 195.00 , 282.75 ,5,75012,,1,195,195,,,,,,,,,,
75017,Walking Man,605,Black Cherry Stout,1/2bbl,9, 195.00 , 282.75 ,5,75017,,1,195,195,,,,,,,,,,
75004,Walking Man,605,Homo Erectus Imperial IPA,1/2bbl,9, 195.00 , 282.75 ,5,75004,,1,195,195,,,,,,,,,,
75137,Walking Man,605,Jaywalker Imperial Stout,1/2bbl,9, 270.00 , 391.50 ,5,75137,,1,270,270,,,,,,,,,,
75071,Walking Man,605,Barefoot Brown,1/2bbl,9, 170.00 , 246.50 ,5,75071,,1,170,170,,,,,,,,,,
75106,Walking Man,605,Flip Flop Pilsner,1/2bbl,9, 175.00 , 253.75 ,5,75106,,1,175,175,,,,,,,,,,
75036,Walking Man,605,High Road Scotch Ale,1/2bbl,9, 190.00 , 275.50 ,5,75036,,1,190,190,,,,,,,,,,
75046,Walking Man,605,IPA,1/2bbl,9, 170.00 , 246.50 ,5,75046,,1,170,170,,,,,,,,,,
75028,Walking Man,605,Knuckledragger Strong Pale Ale,1/2bbl,9, 170.00 , 246.50 ,5,75028,,1,170,170,,,,,,,,,,
