disti_item_number,maker_name,maker_knird_id,drink_name,format,size_format_id,drink_cost,drink_price,distributor_id,disti_item_number,disti_upc,min_quantity,regular_case_cost,current_case_cost,,,,,,,,,,
75041,Walking Man,605,Little Foot ISA,1/2bbl,9, 170.00 , 246.50 ,5,75041,,1,170,170,,,,,,,,,,
75076,Walking Man,605,Ramblin Raspberry,1/2bbl,9, 170.00 , 246.50 ,5,75076,,1,170,170,,,,,,,,,,
75142,Walking Man,605,Trespasser NE IPA,1/2bbl,9, 170.00 , 246.50 ,5,75142,,1,170,170,,,,,,,,,,
75052,Walking Man,605,Walking Stick Stout,1/2bbl,9, 170.00 , 246.50 ,5,75052,,1,170,170,,,,,,,,,,
75090,Walking Man,605,White Walker Imperial IPA,1/2bbl,9, 240.00 , 348.00 ,5,75090,,1,240,240,,,,,,,,,,
32055,Portland Cider,607,Apple,12oz cans,1, 1.57 , 2.28 ,5,32055,8-55916-00540-9,24,37.76,37.76,,,,,,,,,,
32110,Portland Cider,607,Hop'rageous,12oz cans,1, 1.57 , 2.28 ,5,32110,8-55916-00549-2,24,37.76,37.76,,,,,,,,,,
32120,Portland Cider,607,Kinda Dry,12oz bottles,2, 1.52 , 2.20 ,5,32120,8-55916-00560-7,24,36.37,36.37,,,,,,,,,,
33005,Portland Cider,607,Sorta Sweet,12oz bottles,2, 1.52 , 2.20 ,5,33005,8-58074-00610-3,24,36.37,36.37,,,,,,,,,,
32080,Portland Cider,607,Kinda Dry,22oz bottles,5, 4.89 , 7.10 ,5,32080,8-55916-00553-9,12,58.72,58.72,,,,,,,,,,
32950,Portland Cider,607,Pearfect Perry,22oz bottles,5, 4.89 , 7.10 ,5,32950,8-58074-00600-4,12,58.72,58.72,,,,,,,,,,
32960,Portland Cider,607,Pineapple,22oz bottles,5, 4.89 , 7.10 ,5,32960,8-58074-00601-1,12,58.72,58.72,,,,,,,,,,
32965,Portland Cider,607,Sangria,22oz bottles,5, 4.89 , 7.10 ,5,32965,8-58074-00608/-0,12,58.72,58.72,,,,,,,,,,
32980,Portland Cider,607,Sorta Sweet,22oz bottles,5, 4.89 , 7.10 ,5,32980,8-58074-00602-8,12,58.72,58.72,,,,,,,,,,
32105,Portland Cider,607,Hop'rageous,22oz bottles,5, 4.89 , 7.10 ,5,32105,8-55916-00550-8,12,58.72,58.72,,,,,,,,,,
32140,Portland Cider,607,Passion Fruit,22oz bottles,5, 4.89 , 7.10 ,5,32140,,12,58.72,58.72,,,,,,,,,,
33027,Portland Cider,607,Strawberry,22oz bottles,5, 4.89 , 7.10 ,5,33027,8-57074-00615-8,12,58.72,58.72,,,,,,,,,,
24002,Portland Cider,607,Hop'rageous,1/6bbl,6, 75.00 , 108.75 ,5,24002,,1,75,75,,,,,,,,,,
24008,Portland Cider,607,Kinda Dry,1/6bbl,6, 75.00 , 108.75 ,5,24008,,1,75,75,,,,,,,,,,
24016,Portland Cider,607,Pearfect Perry,1/6bbl,6, 75.00 , 108.75 ,5,24016,,1,75,75,,,,,,,,,,
24024,Portland Cider,607,Sorta Sweet,1/6bbl,6, 75.00 , 108.75 ,5,24024,,1,75,75,,,,,,,,,,
24035,Portland Cider,607,Passion Fruit,1/6bbl,6, 90.00 , 130.50 ,5,24035,,1,90,90,,,,,,,,,,
24081,Portland Cider,607,Sangria,1/6bbl,6, 90.00 , 130.50 ,5,24081,,1,90,90,,,,,,,,,,
24086,Portland Cider,607,Ginger Perry,1/6bbl,6, 85.00 , 123.25 ,5,24086,,1,85,85,,,,,,,,,,
24046,Portland Cider,607,Maui Cruiser,1/6bbl,6, 95.00 , 137.75 ,5,24046,,1,95,95,,,,,,,,,,
24037,Portland Cider,607,Mojito,1/6bbl,6, 95.00 , 137.75 ,5,24037,,1,95,95,,,,,,,,,,
24091,Portland Cider,607,Pineapple,1/6bbl,6, 90.00 , 130.50 ,5,24091,,1,90,90,,,,,,,,,,
24054,Portland Cider,607,Strawberry,1/6bbl,6, 95.00 , 137.75 ,5,24054,,1,95,95,,,,,,,,,,
24003,Portland Cider,607,Hop'rageous,1/2bbl,9, 175.00 , 253.75 ,5,24003,,1,175,175,,,,,,,,,,
24009,Portland Cider,607,Kinda Dry,1/2bbl,9, 175.00 , 253.75 ,5,24009,,1,175,175,,,,,,,,,,
24017,Portland Cider,607,Pearfect Perry,1/2bbl,9, 175.00 , 253.75 ,5,24017,,1,175,175,,,,,,,,,,
24025,Portland Cider,607,Sorta Sweet,1/2bbl,9, 175.00 , 253.75 ,5,24025,,1,175,175,,,,,,,,,,
24036,Portland Cider,607,Passion Fruit,1/2bbl,9, 190.00 , 275.50 ,5,24036,,1,190,190,,,,,,,,,,
24082,Portland Cider,607,Sangria,1/2bbl,9, 190.00 , 275.50 ,5,24082,,1,190,190,,,,,,,,,,
24055,Portland Cider,607,Strawberry,1/2bbl,9, 205.00 , 297.25 ,5,24055,,1,205,205,,,,,,,,,,
24076,Portland Cider,607,Cranberry,1/2bbl,9, 205.00 , 297.25 ,5,24076,,1,205,205,,,,,,,,,,
24087,Portland Cider,607,Ginger Perry,1/2bbl,9, 190.00 , 275.50 ,5,24087,,1,190,190,,,,,,,,,,
24047,Portland Cider,607,Maui Cruiser,1/2bbl,9, 205.00 , 297.25 ,5,24047,,1,205,205,,,,,,,,,,
24038,Portland Cider,607,Mojito,1/2bbl,9, 205.00 , 297.25 ,5,24038,,1,205,205,,,,,,,,,,
24092,Portland Cider,607,Pineapple,1/2bbl,9, 200.00 , 290.00 ,5,24092,,1,200,200,,,,,,,,,,
20046,Epic,668,Escape to Colorado IPA,12oz cans,1, 1.17 , 1.69 ,5,20046,7-07408-00201-7,24,27.97,27.97,,,,,,,,,,
20100,Epic,668,Hop Syndrome,12oz cans,1, 1.17 , 1.69 ,5,20100,7-07408-00201-7,24,27.97,27.97,,,,,,,,,,
20115,Epic,668,Lil Brainless on Raspberries,12oz cans,1, 1.17 , 1.69 ,5,20115,7-07408-20101-4,24,27.97,27.97,,,,,,,,,,
17501,Epic,668,Tart 'n Juicy,12oz bottles,2, 1.52 , 2.20 ,5,17501,8-12465-00005-7,24,36.37,36.37,,,,,,,,,,
20130,Epic,668,Los Locos,12oz bottles,2, 1.40 , 2.03 ,5,20130,0-00000-00000-0,24,33.57,33.57,,,,,,,,,,
20205,Epic,668,Son of a Baptist,12oz bottles,2, 1.52 , 2.20 ,5,20205,,24,36.37,36.37,,,,,,,,,,
17500,Epic,668,Sour Brainless on Peaches,375ml,2, 9.79 , 14.20 ,5,17500,8-12465-00037-8,12,117.52,117.52,,,,,,,,,,
17499,Epic,668,Sour Apple Saison,22oz bottles,5, 6.29 , 9.12 ,5,17499,8-12465-00060-6,12,75.48,75.48,,,,,,,,,,
20068,Epic,668,Glutenator-Gluten Free,22oz bottles,5, 4.89 , 7.09 ,5,20068,7-07408-20091-8,12,58.68,58.68,,,,,,,,,,
20127,Epic,668,Imperial IPA,22oz bottles,5, 6.29 , 9.12 ,5,20127,7-07408-00235-2,12,75.48,75.48,,,,,,,,,,
20010,Epic,668,Big Bad Baptist,22oz bottles,5, 9.10 , 13.19 ,5,20010,7-07408-00007-5,12,109.17,109.17,,,,,,,,,,
20021,Epic,668,Brainless Belgian Golden,22oz bottles,5, 4.89 , 7.09 ,5,20021,7-07408-10101-7,12,58.68,58.68,,,,,,,,,,
20022,Epic,668,Brainless Belgian IPA,22oz bottles,5, 4.89 , 7.09 ,5,20022,7-07408-10001-0,12,58.68,58.68,,,,,,,,,,
20036,Epic,668,Brainless on Cherries,22oz bottles,5, 9.10 , 13.19 ,5,20036,7-07408-00218-5,12,109.17,109.17,,,,,,,,,,
20064,Epic,668,Brainless on Peaches,22oz bottles,5, 9.10 , 13.19 ,5,20064,7-07408-00201-7,12,109.17,109.17,,,,,,,,,,
20149,Epic,668,Brainless on Raspberries,22oz bottles,5, 6.29 , 9.12 ,5,20149,7-07408-10002-7,12,75.48,75.48,,,,,,,,,,
20040,Epic,668,Elder Brett Saison-Brett Golden Ale,22oz bottles,5, 9.10 , 13.19 ,5,20040,7-07408-00201-7,12,109.17,109.17,,,,,,,,,,
20122,Epic,668,Hopulent IPA,22oz bottles,5, 4.89 , 7.09 ,5,20122,7-07408-00237-6,12,58.68,58.68,,,,,,,,,,
20179,Epic,668,Imperial Pumpkin Porter,22oz bottles,5, 4.89 , 7.09 ,5,20179,7-07408-00224-6,12,58.68,58.68,,,,,,,,,,
20050,Epic,668,Imperial Red Ale,22oz bottles,5, 4.89 , 7.09 ,5,20050,7-07408-00215-4,12,58.68,58.68,,,,,,,,,,
20058,Epic,668,Imperial Stout,22oz bottles,5, 6.29 , 9.12 ,5,20058,7-07408-00202-4,12,75.48,75.48,,,,,,,,,,
20141,Epic,668,Smoked & Oaked Belgian,22oz bottles,5, 9.10 , 13.19 ,5,20141,7-07408-77774-8,12,109.17,109.17,,,,,,,,,,
17504,Epic,668,Utah Sage Saison,22oz bottles,5, 6.29 , 9.12 ,5,17504,8-12465-00002-6,12,75.48,75.48,,,,,,,,,,
40093,Epic,668,Big Bad Baptist,1/4bbl,7, 200.00 , 290.00 ,5,40093,,1,200,200,,,,,,,,,,
40077,Epic,668,Brainless Belgian Golden,1/4bbl,7, 105.00 , 152.25 ,5,40077,,1,105,105,,,,,,,,,,
40072,Epic,668,Brainless Belgian IPA,1/4bbl,7, 105.00 , 152.25 ,5,40072,,1,105,105,,,,,,,,,,
40086,Epic,668,Brainless on Cherries,1/4bbl,7, 195.00 , 282.75 ,5,40086,,1,195,195,,,,,,,,,,
40082,Epic,668,Brainless on Peaches,1/4bbl,7, 195.00 , 282.75 ,5,40082,,1,195,195,,,,,,,,,,
40084,Epic,668,Brainless on Peaches WILD,1/4bbl,7, 240.00 , 348.00 ,5,40084,,1,240,240,,,,,,,,,,
40101,Epic,668,Brainless on Raspberries,1/4bbl,7, 135.00 , 195.75 ,5,40101,,1,135,135,,,,,,,,,,
40148,Epic,668,Brainless on Raspberries NITRO,1/4bbl,7, 135.00 , 195.75 ,5,40148,,1,135,135,,,,,,,,,,
40191,Epic,668,Dark Sour,1/4bbl,7, 275.00 , 398.75 ,5,40191,,1,275,275,,,,,,,,,,
40123,Epic,668,Elder Brett:Saison Brett Golden Ale,1/4bbl,7, 180.00 , 261.00 ,5,40123,,1,180,180,,,,,,,,,,
40116,Epic,668,Escape to Colorado,1/4bbl,7, 85.00 , 123.25 ,5,40116,,1,85,85,,,,,,,,,,
40113,Epic,668,Fest Devious,1/4bbl,7, 105.00 , 152.25 ,5,40113,,1,105,105,,,,,,,,,,
40106,Epic,668,Hop Syndrome Lager,1/4bbl,7, 85.00 , 123.25 ,5,40106,,1,85,85,,,,,,,,,,
40034,Epic,668,Hopulent IPA,1/4bbl,7, 105.00 , 152.25 ,5,40034,,1,105,105,,,,,,,,,,
40142,Epic,668,Lil Brainless on Raspberries,1/4bbl,7, 90.00 , 130.50 ,5,40142,,1,90,90,,,,,,,,,,
40156,Epic,668,Los Locos Lager,1/4bbl,7, 105.00 , 152.25 ,5,40156,,1,105,105,,,,,,,,,,
40091,Epic,668,Smoked & Oaked Belgian,1/4bbl,7, 195.00 , 282.75 ,5,40091,,1,195,195,,,,,,,,,,
40151,Epic,668,Son of a Baptist,1/4bbl,7, 105.00 , 152.25 ,5,40151,,1,105,105,,,,,,,,,,
40088,Epic,668,Sour Apple Saison,1/4bbl,7, 135.00 , 195.75 ,5,40088,,1,135,135,,,,,,,,,,
40080,Epic,668,Sour Brainless on Peaches,1/4bbl,7, 250.00 , 362.50 ,5,40080,,1,250,250,,,,,,,,,,
40146,Epic,668,Tart 'n' Juicy,1/4bbl,7, 105.00 , 152.25 ,5,40146,,1,105,105,,,,,,,,,,
40132,Epic,668,Utah Sage Saison,1/4bbl,7, 135.00 , 195.75 ,5,40132,,1,135,135,,,,,,,,,,
40117,Epic,668,Escape to Colorado IPA,1/2bbl,9, 145.00 , 210.25 ,5,40117,,1,145,145,,,,,,,,,,
40078,Epic,668,Brainless Belgian Golden,1/2bbl,9, 170.00 , 246.50 ,5,40078,,1,170,170,,,,,,,,,,
40073,Epic,668,Brainless Belgian IPA,1/2bbl,9, 170.00 , 246.50 ,5,40073,,1,170,170,,,,,,,,,,
40107,Epic,668,Hop Syndrome Lager,1/2bbl,9, 145.00 , 210.25 ,5,40107,,1,145,145,,,,,,,,,,
40035,Epic,668,Hopulent IPA,1/2bbl,9, 170.00 , 246.50 ,5,40035,,1,170,170,,,,,,,,,,
40111,Epic,668,Imp Pumpkin Porter,1/2bbl,9, 215.00 , 311.75 ,5,40111,,1,215,215,,,,,,,,,,
40143,Epic,668,Lil Brainless on Raspberries,1/2bbl,9, 145.00 , 210.25 ,5,40143,,1,145,145,,,,,,,,,,
40157,Epic,668,Los Locos Lager,1/2bbl,9, 170.00 , 246.50 ,5,40157,,1,170,170,,,,,,,,,,
40027,Epic,668,Nitro 825 State Stout,1/2bbl,9, 145.00 , 210.25 ,5,40027,,1,145,145,,,,,,,,,,
40036,Epic,668,Nitro Hopulent IPA,1/2bbl,9, 170.00 , 246.50 ,5,40036,,1,170,170,,,,,,,,,,
40152,Epic,668,Son of a Baptist,1/2bbl,9, 170.00 , 246.50 ,5,40152,,1,170,170,,,,,,,,,,
40147,Epic,668,Tart 'n' Juicy,1/2bbl,9, 170.00 , 246.50 ,5,40147,,1,170,170,,,,,,,,,,
33005,Arcobrau,818,Zwickl Lager,11.2oz bottles,10, 1.82 , 2.65 ,5,33005,8-55248-00600-6,24,43.78,43.78,,,,,,,,,,
76146,Arcobrau,818,Urfass Vienna Lager,11.2oz bottles,10, 1.82 , 2.65 ,5,76146,,24,43.78,43.78,,,,,,,,,,
25053,Arcobrau,818,Zwickl Lager,50Ltr,13, 205.00 , 297.25 ,5,25053,,1,205,205,,,,,,,,,,
80024,Belching Beaver,859,Hop Highway,12oz cans,1, 1.28 , 1.86 ,5,80024,1-88739-00031-4,24,30.8,30.8,,,,,,,,,,
80062,Belching Beaver,859,Me So Honey,12oz cans,1, 1.22 , 1.77 ,5,80062,1-88739-00020-8,24,29.37,29.37,,,,,,,,,,
75088,Belching Beaver,859,Easy Beaver ISA,12oz cans,1, 1.28 , 1.86 ,5,75088,,24,30.8,30.8,,,,,,,,,,
80028,Belching Beaver,859,Peanut Butter Milk Stout,12oz cans,1, 1.52 , 2.20 ,5,80028,1-88739-00010-9,24,36.36,36.36,,,,,,,,,,
80001,Belching Beaver,859,Hop Highway,12oz bottles,2, 1.28 , 1.86 ,5,80001,1-88739-00000-0,24,30.8,30.8,,,,,,,,,,
80016,Belching Beaver,859,Orange Vanilla IPA,12oz bottles,2, 1.28 , 1.86 ,5,80016,1-88739-00007-9,24,30.8,30.8,,,,,,,,,,
80038,Belching Beaver,859,Peanut Butter Milk Stout,12oz bottles,2, 1.52 , 2.20 ,5,80038,1-88739-00018-5,24,36.36,36.36,,,,,,,,,,
75001,Belching Beaver,859,Beaver's Milk Nitro Stout,12oz bottles,2, 1.22 , 1.77 ,5,75001,8-69199-00001-3,24,29.37,29.37,,,,,,,,,,
75014,Belching Beaver,859,Coconut Pineapple Seasonal IPA,12oz bottles,2, 1.28 , 1.86 ,5,75014,8-69199-00002-0,24,30.8,30.8,,,,,,,,,,
33055,Belching Beaver,859,Batch Sour,375ml,2, 8.74 , 12.68 ,5,33055,,12,104.92,104.92,,,,,,,,,,
80032,Belching Beaver,859,Phantom Bride IPA,16oz cans,3, 1.75 , 2.54 ,5,80032,1-88739-00009-3,24,41.97,41.97,,,,,,,,,,
80013,Belching Beaver,859,Hop Highway,22oz bottles,5, 4.19 , 6.08 ,5,80013,1-88739-00019-8,12,50.32,50.32,,,,,,,,,,
80005,Belching Beaver,859,Horchata Imperial Stout,22oz bottles,5, 5.24 , 7.60 ,5,80005,1-88739-00017-8,12,62.9,62.9,,,,,,,,,,
80009,Belching Beaver,859,Mango IPA,22oz bottles,5, 4.19 , 6.08 ,5,80009,1-88739-00001-7,12,50.32,50.32,,,,,,,,,,
75034,Belching Beaver,859,DefTones Swerve City POG IPA,22oz bottles,5, 5.24 , 7.60 ,5,75034,8-69199-00003-7,12,62.9,62.9,,,,,,,,,,
80017,Belching Beaver,859,Peanut Butter Latte,22oz bottles,5, 5.59 , 8.11 ,5,80017,1-88739-00047-5,12,67.12,67.12,,,,,,,,,,
80020,Belching Beaver,859,Peanut Butter Milk Stout,22oz bottles,5, 5.24 , 7.60 ,5,80020,1-88739-00013-0,12,62.9,62.9,,,,,,,,,,
80036,Belching Beaver,859,Viva La Beaver,22oz bottles,5, 5.59 , 8.11 ,5,80036,1-88739-00005-5,12,67.12,67.12,,,,,,,,,,
18053,Belching Beaver,859,Hop Highway,1/6bbl,6, 80.00 , 116.00 ,5,18053,,1,80,80,,,,,,,,,,
18058,Belching Beaver,859,Great Lei IPA,1/6bbl,6, 100.00 , 145.00 ,5,18058,,1,100,100,,,,,,,,,,
18111,Belching Beaver,859,Horchata Imperial Stout,1/6bbl,6, 90.00 , 130.50 ,5,18111,,1,90,90,,,,,,,,,,
18081,Belching Beaver,859,Mango IPA,1/6bbl,6, 80.00 , 116.00 ,5,18081,,1,80,80,,,,,,,,,,
18068,Belching Beaver,859,Peanut Butter Milk Stout,1/6bbl,6, 90.00 , 130.50 ,5,18068,,1,90,90,,,,,,,,,,
18070,Belching Beaver,859,Peanut Butter Milk Stout NITRO,1/6bbl,6, 90.00 , 130.50 ,5,18070,,1,90,90,,,,,,,,,,
18105,Belching Beaver,859,Phantom Bride,1/2bbl,9, 180.00 , 261.00 ,5,18105,,1,180,180,,,,,,,,,,
18153,Belching Beaver,859,Beavers Milk Stout,1/2bbl,9, 170.00 , 246.50 ,5,18153,,1,170,170,,,,,,,,,,
18152,Belching Beaver,859,Beavers Milk Stout NITRO,1/2bbl,9, 170.00 , 246.50 ,5,18152,,1,170,170,,,,,,,,,,
18059,Belching Beaver,859,Great Lei IPA,1/2bbl,9, 210.00 , 304.50 ,5,18059,,1,210,210,,,,,,,,,,
18054,Belching Beaver,859,Hop Highway,1/2bbl,9, 180.00 , 261.00 ,5,18054,,1,180,180,,,,,,,,,,
18112,Belching Beaver,859,Horchata Imperial Stout,1/2bbl,9, 200.00 , 290.00 ,5,18112,,1,200,200,,,,,,,,,,
18082,Belching Beaver,859,Mango IPA,1/2bbl,9, 180.00 , 261.00 ,5,18082,,1,180,180,,,,,,,,,,
18128,Belching Beaver,859,Peanut Butter Latte NITRO,1/2bbl,9, 235.00 , 340.75 ,5,18128,,1,235,235,,,,,,,,,,
18069,Belching Beaver,859,Peanut Butter Milk Stout,1/2bbl,9, 200.00 , 290.00 ,5,18069,,1,200,200,,,,,,,,,,
18071,Belching Beaver,859,Peanut Butter Milk Stout NITRO,1/2bbl,9, 200.00 , 290.00 ,5,18071,,1,200,200,,,,,,,,,,
18125,Knee Deep,887,Breaking Bud IPA,16oz bottles,4, 2.45 , 3.55 ,5,18125,8-10960-02144-7,24,58.76,58.76,,,,,,,,,,
72015,Knee Deep,887,Stoutella,16oz bottles,4, 2.10 , 3.04 ,5,72015,0-77324-07698-1,24,50.35,50.35,,,,,,,,,,
18110,Knee Deep,887,Breaking Bud IPA,22oz bottles,5, 5.24 , 7.60 ,5,18110,8-10960-02051-8,12,62.92,62.92,,,,,,,,,,
72010,Knee Deep,887,Stoutella,22oz bottles,5, 5.24 , 7.60 ,5,72010,8-54957-00201-1,12,62.92,62.92,,,,,,,,,,
18104,Knee Deep,887,Big Sipper Imperial IPA,22oz bottles,5, 5.94 , 8.62 ,5,18104,8-10960-02158-4,12,71.32,71.32,,,,,,,,,,
18130,Knee Deep,887,Citra Extra Pale,22oz bottles,5, 5.24 , 7.60 ,5,18130,8-10960-02153-9,12,62.92,62.92,,,,,,,,,,
18145,Knee Deep,887,Hop Trio 3X IPA,22oz bottles,5, 8.40 , 12.17 ,5,18145,8-10960-02142-3,12,100.75,100.75,,,,,,,,,,
18151,Knee Deep,887,Hoparillo IIIPA,22oz bottles,5, 7.69 , 11.16 ,5,18151,8-10960-02094-5,12,92.32,92.32,,,,,,,,,,
18156,Knee Deep,887,Hoptologist DIPA,22oz bottles,5, 5.94 , 8.62 ,5,18156,8-10960-02074-4,12,71.32,71.32,,,,,,,,,,
18159,Knee Deep,887,Lupulin River IIPA,22oz bottles,5, 6.29 , 9.12 ,5,18159,8--10960-02153-9,12,75.48,75.48,,,,,,,,,,
72061,Knee Deep,887,Midnight Hoppyness,22oz bottles,5, 6.29 , 9.13 ,5,72061,0-77324-07650-9,12,75.52,75.52,,,,,,,,,,
72066,Knee Deep,887,Simtra 3X IPA,22oz bottles,5, 7.69 , 11.16 ,5,72066,0-77324-77700-0,12,92.32,92.32,,,,,,,,,,
72070,Knee Deep,887,Tanilla Porter,22oz bottles,5, 4.54 , 6.59 ,5,72070,8-54957-00205-7,12,54.52,54.52,,,,,,,,,,
19056,Knee Deep,887,Hop Trio 3X IPA,1/6bbl,6, 115.00 , 166.75 ,5,19056,,1,115,115,,,,,,,,,,
19052,Knee Deep,887,Midnight Hoppyness,1/6bbl,6, 100.00 , 145.00 ,5,19052,,1,100,100,,,,,,,,,,
19016,Knee Deep,887,Simtra 3X IPA,1/6bbl,6, 130.00 , 188.50 ,5,19016,,1,130,130,,,,,,,,,,
19047,Knee Deep,887,Stoutella,1/6bbl,6, 85.00 , 123.25 ,5,19047,,1,85,85,,,,,,,,,,
19002,Knee Deep,887,Breaking Bud IPA,1/2bbl,9, 200.00 , 290.00 ,5,19002,,1,200,200,,,,,,,,,,
19040,Knee Deep,887,Big Sipper Imperial IPA,1/2bbl,9, 230.00 , 333.50 ,5,19040,,1,230,230,,,,,,,,,,
19010,Knee Deep,887,Hoptologist DIPA,1/2bbl,9, 230.00 , 333.50 ,5,19010,,1,230,230,,,,,,,,,,
19034,Knee Deep,887,Lupulin River DIPA,1/2bbl,9, 235.00 , 340.75 ,5,19034,,1,235,235,,,,,,,,,,
19018,Knee Deep,887,Simtra 3X IPA,1/2bbl,9, 285.00 , 413.25 ,5,19018,,1,285,285,,,,,,,,,,
19048,Knee Deep,887,Stoutella,1/2bbl,9, 190.00 , 275.50 ,5,19048,,1,190,190,,,,,,,,,,
19026,Knee Deep,887,Tanilla Porter,1/2bbl,9, 190.00 , 275.50 ,5,19026,,1,190,190,,,,,,,,,,
76119,Propolis,958,Litha Saison,20Ltr,6, 150.00 , 217.50 ,5,76119,,1,150,150,,,,,,,,,,
76121,Propolis,958,Oceanna Petite Saison Brett,20Ltr,6, 120.00 , 174.00 ,5,76121,,1,120,120,,,,,,,,,,
76110,Propolis,958,Fennel Amber Saison,30Ltr,7, 210.00 , 304.50 ,5,76110,,1,210,210,,,,,,,,,,
76115,Propolis,958,Spruce Saison,30Ltr,7, 225.00 , 326.25 ,5,76115,,1,225,225,,,,,,,,,,
76103,Propolis,958,BB Flemish Urtica Wild Nettle Ale,30Ltr,7, 265.00 , 384.25 ,5,76103,,1,265,265,,,,,,,,,,
76112,Propolis,958,Melissa Golden Lemon Balm Saison,30Ltr,7, 210.00 , 304.50 ,5,76112,,1,210,210,,,,,,,,,,
76100,Propolis,958,Urtica Wild Nettle Saison,30Ltr,7, 210.00 , 304.50 ,5,76100,,1,210,210,,,,,,,,,,
76106,Propolis,958,Wild Woods Syrah BA Spruce Saison,30Ltr,7, 265.00 , 384.25 ,5,76106,,1,265,265,,,,,,,,,,
76125,Propolis,958,Granum 5 Grain Herbal Saison,30Ltr,7, 210.00 , 304.50 ,5,76125,,1,210,210,,,,,,,,,,
40115,Propolis,958,Cedar Imperial Golden Saison,750ml,12, 13.29 , 19.27 ,5,40115,8-56757-00246-6,12,159.51,159.51,,,,,,,,,,
40104,Propolis,958,Fennel Amber Saison,750ml,12, 11.19 , 16.23 ,5,40104,8-56757-00253-4,12,134.31,134.31,,,,,,,,,,
40071,Propolis,958,Granum 5 Grain Herbal Saison Brett,750ml,12, 11.19 , 16.23 ,5,40071,8-56757-00235-0,12,134.31,134.31,,,,,,,,,,
33035,Propolis,958,Achillea Herbal Farmhouse Dubbel,750ml,12, 9.79 , 14.20 ,5,33035,8-58074-00607-3,12,117.52,117.52,,,,,,,,,,
33000,Propolis,958,Beltane Elderflower Saison,750ml,12, 9.79 , 14.20 ,5,33000,8-25074-00605-9,12,117.52,117.52,,,,,,,,,,
40141,Propolis,958,Gardin Tempranillo BA Saison Brett,750ml,12, 13.29 , 19.27 ,5,40141,8-56757-00245-9,12,159.51,159.51,,,,,,,,,,
40033,Propolis,958,Golden Spruce Saison,750ml,12, 11.19 , 16.23 ,5,40033,8-56757-00208-4,12,134.32,,,,,,,,,,,
40076,Propolis,958,Litha Saison,750ml,12, 11.19 , 16.23 ,5,40076,8-56757-00206-0,12,134.31,134.31,,,,,,,,,,
40053,Propolis,958,Mahonia Barrel Aged Old World Ale,750ml,12, 20.00 , 29.00 ,5,40053,8-56757-00212-1,12,240,240,,,,,,,,,,
40103,Propolis,958,Nootka Rose Saison,750ml,12, 11.19 , 16.23 ,5,40103,8-56757-00229-9,12,134.31,134.31,,,,,,,,,,
40109,Propolis,958,Sahti Amber Saison,750ml,12, 9.79 , 14.20 ,5,40109,8-56757-00228-2,12,117.52,117.52,,,,,,,,,,
40056,Propolis,958,Sigrid Rustin Juniper Belgian Quad,750ml,12, 13.29 , 19.27 ,5,40056,8-56757-00219-1,12,159.51,159.51,,,,,,,,,,
17507,Flensburger,1053,Dunkel,11.2oz bottles,10, 2.10 , 3.04 ,5,17507,8-12465-00038-5,24,50.37,50.37,,,,,,,,,,
17508,Flensburger,1053,Gold,11.2oz bottles,10, 2.10 , 3.04 ,5,17508,8-12465-00039-2,24,50.37,50.37,,,,,,,,,,
17509,Flensburger,1053,Pilsner,11.2oz bottles,10, 2.10 , 3.04 ,5,17509,8-12465-00006-4,24,50.37,50.37,,,,,,,,,,
17512,Flensburger,1053,Weizen,11.2oz bottles,10, 2.10 , 3.04 ,5,17512,8-12465-00003-3,24,50.37,50.37,,,,,,,,,,
76114,Andechs,1066,Weissbier Hell,16.9oz bottles,4, 2.79 , 4.05 ,5,76114,,20,55.86,55.86,,,,,,,,,,
18650,Andechs,1066,Doppelbock Dunkel,16.9oz bottles,4, 3.14 , 4.56 ,5,18650,8-69879-00004-3,20,62.86,62.86,,,,,,,,,,
18651,Andechs,1066,Vollbier Hell,16.9oz bottles,4, 2.79 , 4.05 ,5,18651,8-69879-00005-0,20,55.86,55.86,,,,,,,,,,
76109,Andechs,1066,Weissbier Dunkel,16.9oz bottles,4, 2.79 , 4.05 ,5,76109,0-94393-44384-1,20,55.86,55.86,,,,,,,,,,
25022,Andechs,1066,Vollbier Hell,50ltr,13, 195.00 , 282.75 ,5,25022,,1,195,195,,,,,,,,,,
25015,Andechs,1066,BergBock,50ltr,13, 215.00 , 311.75 ,5,25015,,1,215,215,,,,,,,,,,
25014,Andechs,1066,Weissbier Dunkel,50ltr,13, 200.00 , 290.00 ,5,25014,,1,200,200,,,,,,,,,,
25012,Andechs,1066,Weissbier Hell,50ltr,13, 200.00 , 290.00 ,5,25012,,1,200,200,,,,,,,,,,
25024,Andechs,1066,Dopplebock Dunkel,50ltr,13, 215.00 , 311.75 ,5,25024,,1,215,215,,,,,,,,,,
25017,Andechs,1066,Festbier,50ltr,13, 200.00 , 290.00 ,5,25017,,1,200,200,,,,,,,,,,
17580,Ghost Runners,1086,Phantom Rojo Imperial Red Ale,22oz bottles,5, 4.19 , 6.08 ,5,17580,8-12465-00017-0,12,50.31,50.31,,,,,,,,,,
17564,Ghost Runners,1086,5k IPA,22oz bottles,5, 3.49 , 5.07 ,5,17564,8-12465-00040-8,12,41.92,41.92,,,,,,,,,,
